10.0,150.83498879999996,10.0,10.0,5.0,1795.4,2331.1,1.0,809.1,3027.8,0.10028807533732025,1000.0,19953.946258889093
20.0,138.19379602666666,10.0,10.0,5.0,2139.9,2763.25,1.0,1049.0,3105.25,0.0990878907284017,1000.0,25166.552408595508
20.0,269.11691157333337,10.0,10.0,5.0,2406.3,3077.8,1.0,1050.0,3125.8,0.09912473175318882,100000.0,27825.277267278267
30.0,254.07208757333328,10.0,10.0,5.0,2878.9333333333334,3654.9666666666667,1.0,1290.0,3204.5666666666666,0.09920090377997379,100000.0,31939.673153948286
10.0,334.73217285333334,10.0,10.0,5.0,2348.4,2682.3,1.0,810.0,3049.0,0.4988337296756062,100000.0,33086.19318457779
20.0,327.17772727999994,10.0,10.0,5.0,2827.45,3283.8,1.0,1050.0,3125.65,0.4995130441990095,100000.0,40919.27294988658
30.0,298.53105672888887,10.0,10.0,5.0,3324.866666666667,3887.9,1.0,1289.9666666666667,3204.766666666667,0.49909224289891174,100000.0,47526.52779191216
10.0,370.2058933866666,10.0,10.0,5.0,2532.5,2802.7,1.0,810.0,3049.0,0.8998391507157794,100000.0,38871.60121275037
20.0,343.9109999466666,10.0,10.0,5.0,3152.85,3488.95,1.0,1050.0,3125.9,0.9008665031257419,100000.0,50138.245927753436
30.0,323.1730092977778,10.0,10.0,5.0,3773.6,4218.966666666666,1.0,1290.0,3204.866666666667,0.9006821589205397,100000.0,58150.159485549164
10.0,211.92050656,10.0,10.0,5.0,1500.5,1770.1,10.0,0.0,3077.0,0.09991650292239772,1000.0,4830.423095047829
10.0,182.52950304,10.0,10.0,5.0,2799.8,3094.6,10.0,0.0,3077.0,0.5013384093748141,1000.0,8761.104963131509
30.0,137.40344398222223,10.0,10.0,5.0,2530.1,3243.3,1.0,1289.0666666666666,3184.266666666667,0.10012554552519878,1000.0,29305.299842397646
10.0,187.74050447999997,10.0,10.0,5.0,3095.7,3314.8,10.0,0.0,3077.0,0.8953140578265204,1000.0,9651.80198171325
10.0,417.93783152,10.0,10.0,5.0,1418.6,1706.6,10.0,0.0,3107.0,0.1003163188521269,100000.0,4719.678535527028
10.0,383.54110928,10.0,10.0,5.0,3459.0,3782.8,10.0,0.0,3107.0,0.4993134684997949,100000.0,11717.99714566176
10.0,399.3277013866667,10.0,10.0,5.0,3411.9,3710.1,10.0,0.0,3107.0,0.899020065328978,100000.0,12760.777928051606
30.0,250.68094467555554,10.0,10.0,5.0,20003.9,20343.1,11.0,1290.0,3225.7,0.09687842945982197,100000.0,551260.990936142
20.0,120.38002466666666,10.0,10.0,5.0,9146.65,9737.45,14.0,1049.85,3140.45,0.0966286799620133,1000.0,88757.60266146158
20.0,120.35962544,10.0,10.0,5.0,12208.8,13084.8,14.0,1049.8,3140.3,0.5013868145935566,1000.0,122191.7727495763
20.0,261.04139482666665,10.0,10.0,5.0,19012.3,19625.95,14.0,1050.0,3167.5,0.10236026071499112,100000.0,309763.21698842145
20.0,255.77717391999997,10.0,10.0,5.0,36700.65,36670.8,14.0,1050.0,3167.45,0.4946329426280074,100000.0,419705.0204836875
10.0,215.94080154666668,10.0,10.0,5.0,2091.1,2614.9,2.0,809.0,3033.1,0.1008965136955323,1000.0,18584.40063832912
10.0,201.49878954666667,10.0,10.0,5.0,2068.3,2320.3,1.0,809.2,3027.8,0.49894047389712964,1000.0,27224.93910046343
